Station;Meteorological;Meteorological;Hydrometric
X;0;0;0
Y;0;0;0
Z;0;0;0
Sensor;Precipitation;Temperature;Discharge
Category;Precipitation;Temperature;Flow
Unit;mm/d;C;m3/s
Interpolation;ConstantAfter;ConstantAfter;Linear
28.06.1980 00:00:00;0.0012;16;
29.06.1980 00:00:00;0.0003;15.9;
30.06.1980 00:00:00;0.0005;15.4;
01.07.1980 00:00:00;0.0003;17;
02.07.1980 00:00:00;0;16.6;
03.07.1980 00:00:00;0;16.4;
04.07.1980 00:00:00;0.0003;16;
05.07.1980 00:00:00;0;17.2;
06.07.1980 00:00:00;0.0374;17.8;
07.07.1980 00:00:00;0;17.6;
08.07.1980 00:00:00;0.0043;18;
09.07.1980 00:00:00;0.0038;16.6;
10.07.1980 00:00:00;0.0018;16.3;
11.07.1980 00:00:00;0.0017;19;
12.07.1980 00:00:00;0.0004;19.7;
13.07.1980 00:00:00;0.0003;17.6;
14.07.1980 00:00:00;0;16.9;
15.07.1980 00:00:00;0.001;17.1;
16.07.1980 00:00:00;0.0049;20.2;
17.07.1980 00:00:00;0.0002;20.6;
18.07.1980 00:00:00;0;18.3;
19.07.1980 00:00:00;0.0001;18.1;
20.07.1980 00:00:00;0.0003;17;
21.07.1980 00:00:00;0;20.4;
22.07.1980 00:00:00;0;21.1;
23.07.1980 00:00:00;0;17.4;
24.07.1980 00:00:00;1.6525;18.6;
25.07.1980 00:00:00;0.121;19.8;
26.07.1980 00:00:00;0;17.9;
27.07.1980 00:00:00;0.2225;18.8;
28.07.1980 00:00:00;0.4824;19.4;
29.07.1980 00:00:00;0.0003;20;
30.07.1980 00:00:00;0.0002;19.5;
31.07.1980 00:00:00;0;18.6;
01.08.1980 00:00:00;0;18.4;
02.08.1980 00:00:00;0.001;20.7;
03.08.1980 00:00:00;0.0004;20.2;
04.08.1980 00:00:00;0.0001;20.2;
05.08.1980 00:00:00;0;19.5;
06.08.1980 00:00:00;0.0019;18.7;
07.08.1980 00:00:00;0.0013;19.9;
08.08.1980 00:00:00;0.0008;19.3;
09.08.1980 00:00:00;0.0001;17.8;
10.08.1980 00:00:00;0.0004;19;
11.08.1980 00:00:00;0.002;19.3;
12.08.1980 00:00:00;0.0011;19.3;
13.08.1980 00:00:00;0;18.7;
14.08.1980 00:00:00;3.8892;19.6;
15.08.1980 00:00:00;0.1052;19.6;
16.08.1980 00:00:00;0.0018;19.3;
17.08.1980 00:00:00;0.0036;18.3;
18.08.1980 00:00:00;0;18.9;
19.08.1980 00:00:00;0.0725;20.7;
20.08.1980 00:00:00;0.0054;22.3;
21.08.1980 00:00:00;0.0031;23.3;
22.08.1980 00:00:00;0.3484;24.9;
23.08.1980 00:00:00;0.0174;20.5;
24.08.1980 00:00:00;0.0064;20.4;
25.08.1980 00:00:00;22.3911;20.5;
26.08.1980 00:00:00;2.636;20.3;
27.08.1980 00:00:00;0.0123;20.4;
28.08.1980 00:00:00;0.0009;21.7;
29.08.1980 00:00:00;0.0031;21.5;
30.08.1980 00:00:00;0.0011;20.7;
31.08.1980 00:00:00;0.0006;19.1;
01.09.1980 00:00:00;0.0004;19.4;
02.09.1980 00:00:00;0.0003;19.6;
03.09.1980 00:00:00;0.0002;18.9;
04.09.1980 00:00:00;0.0007;19.1;
05.09.1980 00:00:00;0.0012;18;
06.09.1980 00:00:00;0.0003;18.8;
07.09.1980 00:00:00;0.0017;18.5;
08.09.1980 00:00:00;0.0109;16.3;
09.09.1980 00:00:00;0.0074;18.8;
10.09.1980 00:00:00;0.0004;21.4;
11.09.1980 00:00:00;0.0001;20.4;
12.09.1980 00:00:00;0.0007;18.3;
13.09.1980 00:00:00;0.0012;19.4;
14.09.1980 00:00:00;0.0001;22;
15.09.1980 00:00:00;0;22.8;
16.09.1980 00:00:00;0.0012;23.1;
17.09.1980 00:00:00;0;18.1;
18.09.1980 00:00:00;0;18;
19.09.1980 00:00:00;0.0043;18.3;
20.09.1980 00:00:00;0.0711;18.2;
21.09.1980 00:00:00;0;18.8;
22.09.1980 00:00:00;0.0004;19.2;
23.09.1980 00:00:00;0;18.7;
24.09.1980 00:00:00;0;19.2;
25.09.1980 00:00:00;0;17.9;
26.09.1980 00:00:00;0.0096;18.7;
27.09.1980 00:00:00;7.0944;18.5;
28.09.1980 00:00:00;0.1967;18.7;
29.09.1980 00:00:00;0.0011;23;
30.09.1980 00:00:00;0.0051;24;
01.10.1980 00:00:00;0;25;
02.10.1980 00:00:00;0;25.2;
03.10.1980 00:00:00;0.0031;23.3;
04.10.1980 00:00:00;0;22.2;
05.10.1980 00:00:00;0.007;21.5;
06.10.1980 00:00:00;0.0115;19.4;
07.10.1980 00:00:00;5.311;19.3;
08.10.1980 00:00:00;0.0191;18.6;
09.10.1980 00:00:00;0.0113;16.9;
10.10.1980 00:00:00;1.497;17.4;
11.10.1980 00:00:00;0;17;
12.10.1980 00:00:00;5.202;15.6;
13.10.1980 00:00:00;0.02;16.5;
14.10.1980 00:00:00;0.0246;17.1;
15.10.1980 00:00:00;21.6128;16.6;
16.10.1980 00:00:00;6.0036;14.8;
17.10.1980 00:00:00;0;14.6;
18.10.1980 00:00:00;0.0104;13.8;
19.10.1980 00:00:00;0.0023;16.1;
20.10.1980 00:00:00;0.0007;16.7;
21.10.1980 00:00:00;0;17.4;
22.10.1980 00:00:00;2.1388;18.4;
23.10.1980 00:00:00;14.5975;18.3;
24.10.1980 00:00:00;0.6582;17.1;
25.10.1980 00:00:00;0.006;15.9;
26.10.1980 00:00:00;0.006;18.3;
27.10.1980 00:00:00;0.0006;18.2;
28.10.1980 00:00:00;0;18.6;
29.10.1980 00:00:00;0.0002;22.4;
30.10.1980 00:00:00;0.0002;17.8;
31.10.1980 00:00:00;0;18.5;
01.11.1980 00:00:00;17.4148;17.1;
02.11.1980 00:00:00;11.7468;16.5;
03.11.1980 00:00:00;10.8846;14.4;
04.11.1980 00:00:00;0.078;14;
05.11.1980 00:00:00;4.1759;12.4;
06.11.1980 00:00:00;0.0293;13.3;
07.11.1980 00:00:00;2.9036;16.9;
08.11.1980 00:00:00;10.4625;15.6;
09.11.1980 00:00:00;2.8227;13.8;
10.11.1980 00:00:00;10.9011;15.1;
11.11.1980 00:00:00;1.2268;15.6;
12.11.1980 00:00:00;2.381;15.9;
13.11.1980 00:00:00;0.0278;13.3;
14.11.1980 00:00:00;0.0025;13.3;
15.11.1980 00:00:00;0.0012;13.4;
16.11.1980 00:00:00;0;15.3;
17.11.1980 00:00:00;5.8774;15.2;
18.11.1980 00:00:00;0.0018;17;
19.11.1980 00:00:00;0;16.5;
20.11.1980 00:00:00;3.2177;16.5;
21.11.1980 00:00:00;0.0006;16.2;
22.11.1980 00:00:00;0;15.2;
23.11.1980 00:00:00;0.0004;15.2;
24.11.1980 00:00:00;0;15.8;
25.11.1980 00:00:00;0.9705;15.3;
26.11.1980 00:00:00;0.1896;13;
27.11.1980 00:00:00;0.0172;10;
28.11.1980 00:00:00;0.0216;10.7;
29.11.1980 00:00:00;0.0098;11.6;
30.11.1980 00:00:00;0.0078;10.2;
01.12.1980 00:00:00;0.0021;7.2;
02.12.1980 00:00:00;0.0018;6.1;
03.12.1980 00:00:00;0.0009;8.8;
04.12.1980 00:00:00;0.0005;10.8;
05.12.1980 00:00:00;0.0002;10.3;
06.12.1980 00:00:00;0.0158;10.8;
07.12.1980 00:00:00;0.0037;11.4;
08.12.1980 00:00:00;0.0074;9.6;
09.12.1980 00:00:00;0;11.2;
10.12.1980 00:00:00;0.0005;9.8;
11.12.1980 00:00:00;0.0011;12.1;
12.12.1980 00:00:00;0.0006;13.4;
13.12.1980 00:00:00;0;14.2;
14.12.1980 00:00:00;3.7507;13.2;
15.12.1980 00:00:00;1.7797;12.4;
16.12.1980 00:00:00;0;10.8;
17.12.1980 00:00:00;0.0072;12.3;
18.12.1980 00:00:00;0.0002;13.2;
19.12.1980 00:00:00;2.7421;13.9;
20.12.1980 00:00:00;3.1215;14.4;
21.12.1980 00:00:00;0.0008;13.9;
22.12.1980 00:00:00;0.0007;12.6;
23.12.1980 00:00:00;0.0004;12.8;
24.12.1980 00:00:00;0.0005;13.9;
25.12.1980 00:00:00;0.001;12;
26.12.1980 00:00:00;0.0002;11.2;
27.12.1980 00:00:00;0.0019;11;
28.12.1980 00:00:00;0.0035;9;
29.12.1980 00:00:00;0.0037;8.9;
30.12.1980 00:00:00;0.0001;10.9;
31.12.1980 00:00:00;0;12.2;
01.01.1981 00:00:00;0.0002;11.1;
02.01.1981 00:00:00;0;10.6;
03.01.1981 00:00:00;0;10.4;
04.01.1981 00:00:00;0.0011;11;
05.01.1981 00:00:00;0.0004;11.5;
06.01.1981 00:00:00;0.0005;13.1;
07.01.1981 00:00:00;0.0007;13.3;
08.01.1981 00:00:00;0.0019;13.7;
09.01.1981 00:00:00;0.0006;12.7;
10.01.1981 00:00:00;0.0097;11.4;
11.01.1981 00:00:00;0.0242;7.8;
12.01.1981 00:00:00;0.3264;8;
13.01.1981 00:00:00;0.0071;9.4;
14.01.1981 00:00:00;0;9.1;
15.01.1981 00:00:00;0.88;10.1;
16.01.1981 00:00:00;0.0706;8.8;
17.01.1981 00:00:00;0.0014;11.7;
18.01.1981 00:00:00;0.0009;11.2;
19.01.1981 00:00:00;0.0007;9.9;
20.01.1981 00:00:00;0.0022;11.6;
21.01.1981 00:00:00;0.001;12.6;
22.01.1981 00:00:00;0.0004;15.7;
23.01.1981 00:00:00;0.0003;13.8;
24.01.1981 00:00:00;0;14.4;
25.01.1981 00:00:00;0.0001;13.8;
26.01.1981 00:00:00;0;14.5;
27.01.1981 00:00:00;0.0009;15.3;
28.01.1981 00:00:00;0.0007;16.9;
29.01.1981 00:00:00;0;14.8;
30.01.1981 00:00:00;6.6839;14.1;
31.01.1981 00:00:00;1.7417;13.1;
01.02.1981 00:00:00;0;13.3;
02.02.1981 00:00:00;0;11.8;
03.02.1981 00:00:00;0.0071;11;
04.02.1981 00:00:00;2.5828;11.5;
05.02.1981 00:00:00;0.0099;12.2;
06.02.1981 00:00:00;0.0025;13.5;
07.02.1981 00:00:00;0.001;14.5;
08.02.1981 00:00:00;0.0007;14.5;
09.02.1981 00:00:00;0.0185;12.2;
10.02.1981 00:00:00;0.0602;10.6;
11.02.1981 00:00:00;0.0112;8.8;
12.02.1981 00:00:00;3.9738;9.4;
13.02.1981 00:00:00;8.8312;8.5;
14.02.1981 00:00:00;0;11.5;
15.02.1981 00:00:00;0.0561;11.5;
16.02.1981 00:00:00;0;12.4;
17.02.1981 00:00:00;0;11.7;
18.02.1981 00:00:00;1.5422;12.2;
19.02.1981 00:00:00;4.1916;10.5;
20.02.1981 00:00:00;0;9.3;
21.02.1981 00:00:00;0;10;
22.02.1981 00:00:00;0.0129;12.7;
23.02.1981 00:00:00;0.0113;11.1;
24.02.1981 00:00:00;0.0019;10.5;
25.02.1981 00:00:00;3.6543;11.2;
26.02.1981 00:00:00;19.5607;12.2;
27.02.1981 00:00:00;7.7671;12.7;
28.02.1981 00:00:00;0.0267;13;
01.03.1981 00:00:00;0.0057;12.8;
02.03.1981 00:00:00;0.0163;13.6;
03.03.1981 00:00:00;0.0027;11.9;
04.03.1981 00:00:00;0.9508;12.9;
05.03.1981 00:00:00;2.6573;13.3;
06.03.1981 00:00:00;0;14.7;
07.03.1981 00:00:00;0.9503;15.2;
08.03.1981 00:00:00;0.0008;15.1;
09.03.1981 00:00:00;0.0005;18;
10.03.1981 00:00:00;0.0047;18.8;
11.03.1981 00:00:00;0.0219;17.9;
12.03.1981 00:00:00;0.0144;16.5;
13.03.1981 00:00:00;0.0123;13.4;
14.03.1981 00:00:00;0.0167;13.1;
15.03.1981 00:00:00;0.0062;12.2;
16.03.1981 00:00:00;0.0525;12.7;
17.03.1981 00:00:00;0;13.3;
18.03.1981 00:00:00;0.0182;13.4;
19.03.1981 00:00:00;4.9882;13.7;
20.03.1981 00:00:00;0.2114;14.1;
21.03.1981 00:00:00;2.647;13.8;
22.03.1981 00:00:00;0.7514;14.8;
23.03.1981 00:00:00;0;15.5;
24.03.1981 00:00:00;0.0016;15.3;
25.03.1981 00:00:00;0.013;14.6;
26.03.1981 00:00:00;5.3566;15;
27.03.1981 00:00:00;31.7251;13.7;
28.03.1981 00:00:00;25.9695;14.3;
29.03.1981 00:00:00;3.7404;11.1;
30.03.1981 00:00:00;0.3772;11.8;
31.03.1981 00:00:00;1.7052;13.3;
01.04.1981 00:00:00;21.2056;13.6;
02.04.1981 00:00:00;0.074;12.7;
03.04.1981 00:00:00;0;13.7;
04.04.1981 00:00:00;0;13.9;
05.04.1981 00:00:00;0;14.6;
06.04.1981 00:00:00;0;15.6;
07.04.1981 00:00:00;0;16.3;
08.04.1981 00:00:00;11.7053;16.6;
09.04.1981 00:00:00;32.9384;17.1;
10.04.1981 00:00:00;0.4338;15.1;
11.04.1981 00:00:00;6.0863;15.4;
12.04.1981 00:00:00;3.6744;15;
13.04.1981 00:00:00;0.104;15;
14.04.1981 00:00:00;6.7539;14.6;
15.04.1981 00:00:00;0.8136;14.4;
16.04.1981 00:00:00;1.0193;14.4;
17.04.1981 00:00:00;0.0165;15.3;
18.04.1981 00:00:00;0.0021;15.4;
19.04.1981 00:00:00;0.0051;14.9;
20.04.1981 00:00:00;0.033;14.6;
21.04.1981 00:00:00;0.0491;11.4;
22.04.1981 00:00:00;0.0901;12.2;
23.04.1981 00:00:00;0.0656;13.1;
24.04.1981 00:00:00;0.0227;12.6;
25.04.1981 00:00:00;1.4726;13.8;
26.04.1981 00:00:00;3.4844;12;
27.04.1981 00:00:00;10.9792;11.7;
28.04.1981 00:00:00;5.8194;11.1;
29.04.1981 00:00:00;1.61;13.9;
30.04.1981 00:00:00;0.0134;15.3;
01.05.1981 00:00:00;0.0039;14.6;
02.05.1981 00:00:00;0.0122;14;
03.05.1981 00:00:00;0.0014;13.2;
04.05.1981 00:00:00;0.0065;13.5;
05.05.1981 00:00:00;0.0005;17.1;
06.05.1981 00:00:00;0.8252;17.3;
07.05.1981 00:00:00;1.9085;15.2;
08.05.1981 00:00:00;15.1326;13.6;
09.05.1981 00:00:00;9.4055;11.3;
10.05.1981 00:00:00;0.0333;11.4;
11.05.1981 00:00:00;0.012;14.5;
12.05.1981 00:00:00;0.0023;14.9;
13.05.1981 00:00:00;0.0041;14.8;
14.05.1981 00:00:00;0.0788;14.2;
15.05.1981 00:00:00;0;15.4;
16.05.1981 00:00:00;0.0015;14.9;
17.05.1981 00:00:00;0.0019;15.3;
18.05.1981 00:00:00;0;15.5;
19.05.1981 00:00:00;3.0702;16.3;
20.05.1981 00:00:00;0.046;16;
21.05.1981 00:00:00;0.0067;16.3;
22.05.1981 00:00:00;0.002;14.5;
23.05.1981 00:00:00;0;16.8;
24.05.1981 00:00:00;1.4527;16.4;
25.05.1981 00:00:00;1.9086;16;
26.05.1981 00:00:00;0.0182;15.8;
27.05.1981 00:00:00;0.0008;16;
28.05.1981 00:00:00;0.002;17;
29.05.1981 00:00:00;0.0054;16.1;
30.05.1981 00:00:00;0.0121;16.1;
31.05.1981 00:00:00;0.0157;17.1;
01.06.1981 00:00:00;0;17.5;
02.06.1981 00:00:00;5.3502;16.9;
03.06.1981 00:00:00;0;16.9;
04.06.1981 00:00:00;0.0011;17.1;
05.06.1981 00:00:00;0.0001;16;
06.06.1981 00:00:00;0;17.9;
07.06.1981 00:00:00;0.0001;18.3;
08.06.1981 00:00:00;0.0181;18.8;
09.06.1981 00:00:00;0.0004;17.5;
10.06.1981 00:00:00;0;17.2;
11.06.1981 00:00:00;0;17.6;
12.06.1981 00:00:00;0.0001;22.5;
13.06.1981 00:00:00;0;26.7;
14.06.1981 00:00:00;0;30.5;
15.06.1981 00:00:00;0;30.2;
16.06.1981 00:00:00;0;31.1;
17.06.1981 00:00:00;0;23.1;
18.06.1981 00:00:00;0.0008;23.6;
19.06.1981 00:00:00;0.0001;18.5;
20.06.1981 00:00:00;0.0001;18.4;
21.06.1981 00:00:00;0;19;
22.06.1981 00:00:00;0.0007;20.3;
23.06.1981 00:00:00;0.0026;19.3;
24.06.1981 00:00:00;0.0035;19.3;
25.06.1981 00:00:00;0.0031;19;
26.06.1981 00:00:00;0.0379;16.3;
27.06.1981 00:00:00;0.0158;14.9;
28.06.1981 00:00:00;0.0046;15.8;
29.06.1981 00:00:00;0.0005;16.3;
30.06.1981 00:00:00;0;18.1;
01.07.1981 00:00:00;0.6672;20.4;
02.07.1981 00:00:00;0.0129;17.5;
03.07.1981 00:00:00;0.0265;16.2;
04.07.1981 00:00:00;0.0014;16;
05.07.1981 00:00:00;0.0029;17.6;
06.07.1981 00:00:00;0.0007;16.3;
07.07.1981 00:00:00;0.0009;15.4;
08.07.1981 00:00:00;0.0076;15.2;
09.07.1981 00:00:00;0.0064;16.1;
10.07.1981 00:00:00;0.0064;14.5;
11.07.1981 00:00:00;0.0002;15.7;
12.07.1981 00:00:00;0;18;
13.07.1981 00:00:00;0;20.6;
14.07.1981 00:00:00;0.0019;24.1;
15.07.1981 00:00:00;0;25.5;
16.07.1981 00:00:00;0.0009;20.5;
17.07.1981 00:00:00;0.0057;17.6;
18.07.1981 00:00:00;0.0022;21.3;
19.07.1981 00:00:00;0.0002;24.2;
20.07.1981 00:00:00;0.0003;25.2;
21.07.1981 00:00:00;0;19.2;
22.07.1981 00:00:00;0.0042;14.2;
23.07.1981 00:00:00;0.003;14.6;
24.07.1981 00:00:00;0.0034;13.9;
25.07.1981 00:00:00;0.0001;18;
26.07.1981 00:00:00;0.0005;24.1;
27.07.1981 00:00:00;0.0001;25.2;
28.07.1981 00:00:00;0.0002;23.8;
29.07.1981 00:00:00;0.0003;21.6;
30.07.1981 00:00:00;0;18.3;
31.07.1981 00:00:00;0.0985;17.1;
01.08.1981 00:00:00;0.0268;16.9;
02.08.1981 00:00:00;0.1079;18.1;
03.08.1981 00:00:00;0.1964;20.6;
04.08.1981 00:00:00;0.011;20.2;
05.08.1981 00:00:00;3.571;17.8;
06.08.1981 00:00:00;0.0057;15.9;
07.08.1981 00:00:00;0.0119;16;
08.08.1981 00:00:00;0.0053;16.9;
09.08.1981 00:00:00;0.0015;15.6;
10.08.1981 00:00:00;0.0023;18.7;
11.08.1981 00:00:00;0.0015;18.3;
12.08.1981 00:00:00;0.0092;17.4;
13.08.1981 00:00:00;0.0016;17.7;
14.08.1981 00:00:00;0.0004;20.5;
15.08.1981 00:00:00;0.0096;21.3;
16.08.1981 00:00:00;0.0023;19.3;
17.08.1981 00:00:00;0.0035;17.2;
18.08.1981 00:00:00;0.0063;20.1;
19.08.1981 00:00:00;0.0014;20.8;
20.08.1981 00:00:00;0;20;
21.08.1981 00:00:00;0.0146;17.6;
22.08.1981 00:00:00;0.0128;17.9;
23.08.1981 00:00:00;0;19.4;
24.08.1981 00:00:00;0.0015;18.9;
25.08.1981 00:00:00;0;19.1;
26.08.1981 00:00:00;0.0009;16.1;
27.08.1981 00:00:00;0.0001;18.1;
28.08.1981 00:00:00;0.0002;17.1;
29.08.1981 00:00:00;0;16.5;
30.08.1981 00:00:00;0.0123;16.1;
31.08.1981 00:00:00;0.0023;18.5;
01.09.1981 00:00:00;0.0017;17.9;
02.09.1981 00:00:00;0;18.4;
03.09.1981 00:00:00;0.0038;21.1;
04.09.1981 00:00:00;0.0011;21.8;
05.09.1981 00:00:00;0.0001;19.7;
06.09.1981 00:00:00;0.0005;16.1;
07.09.1981 00:00:00;0.0006;17.8;
08.09.1981 00:00:00;0.0009;20.5;
09.09.1981 00:00:00;0.0061;23;
10.09.1981 00:00:00;1.2645;22.4;
11.09.1981 00:00:00;0;18.2;
12.09.1981 00:00:00;0.0013;20.1;
13.09.1981 00:00:00;0.0002;20.2;
14.09.1981 00:00:00;0;17.6;
15.09.1981 00:00:00;0.0618;19;
16.09.1981 00:00:00;3.2754;18.7;
17.09.1981 00:00:00;0.0094;20;
18.09.1981 00:00:00;0.0104;18.9;
19.09.1981 00:00:00;0;18.6;
20.09.1981 00:00:00;9.1499;20;
21.09.1981 00:00:00;0.006;17.7;
22.09.1981 00:00:00;0.0775;18;
23.09.1981 00:00:00;0;17.4;
24.09.1981 00:00:00;0;16.3;
25.09.1981 00:00:00;15.2986;18.6;
26.09.1981 00:00:00;1.7513;16.6;
27.09.1981 00:00:00;0.0136;17.7;
28.09.1981 00:00:00;2.7962;17.3;
29.09.1981 00:00:00;0.0006;18.1;
30.09.1981 00:00:00;0.0714;18.3;
01.10.1981 00:00:00;2.1592;17.3;
02.10.1981 00:00:00;4.0882;19.1;
03.10.1981 00:00:00;0;16.6;
04.10.1981 00:00:00;14.949;18.5;
05.10.1981 00:00:00;2.3009;16.8;
06.10.1981 00:00:00;0.0095;18.5;
07.10.1981 00:00:00;0.0186;15.6;
08.10.1981 00:00:00;0.0096;17.8;
09.10.1981 00:00:00;0.0021;16.2;
10.10.1981 00:00:00;0.0014;17.1;
11.10.1981 00:00:00;0.0233;15.5;
12.10.1981 00:00:00;0.0053;16;
13.10.1981 00:00:00;0.0032;16.4;
14.10.1981 00:00:00;0.002;17;
15.10.1981 00:00:00;0.0015;17.3;
16.10.1981 00:00:00;0.0903;18.9;
17.10.1981 00:00:00;9.7759;18.5;
18.10.1981 00:00:00;0;17.4;
19.10.1981 00:00:00;0.0065;20.7;
20.10.1981 00:00:00;0.0127;18.4;
21.10.1981 00:00:00;0.04;17.6;
22.10.1981 00:00:00;0.0401;14.4;
23.10.1981 00:00:00;0.0132;14.3;
24.10.1981 00:00:00;0.0052;16.2;
25.10.1981 00:00:00;0.0171;12;
26.10.1981 00:00:00;0.0067;9.9;
27.10.1981 00:00:00;0.0026;13.4;
28.10.1981 00:00:00;0.0003;13.8;
29.10.1981 00:00:00;0.0009;14.4;
30.10.1981 00:00:00;0;12.3;
31.10.1981 00:00:00;0.0001;15.6;
01.11.1981 00:00:00;0.0016;16;
02.11.1981 00:00:00;0;17.3;
03.11.1981 00:00:00;0;18.3;
04.11.1981 00:00:00;0;17.3;
05.11.1981 00:00:00;0;19.7;
06.11.1981 00:00:00;0;19;
07.11.1981 00:00:00;0.0015;17.6;
08.11.1981 00:00:00;0.0003;16.7;
09.11.1981 00:00:00;0.0009;14.7;
10.11.1981 00:00:00;0.0004;17.7;
11.11.1981 00:00:00;0.0001;18.4;
12.11.1981 00:00:00;0.0001;17.5;
13.11.1981 00:00:00;0.0002;18.1;
14.11.1981 00:00:00;0.0004;17.1;
15.11.1981 00:00:00;0.0046;19.5;
16.11.1981 00:00:00;1.066;19.5;
17.11.1981 00:00:00;0.5389;17.5;
18.11.1981 00:00:00;0;16.5;
19.11.1981 00:00:00;0.0008;19.2;
20.11.1981 00:00:00;0;19;
21.11.1981 00:00:00;0.0002;19.9;
22.11.1981 00:00:00;0.0001;16.6;
23.11.1981 00:00:00;0;19.1;
24.11.1981 00:00:00;0.0007;19.4;
25.11.1981 00:00:00;0.0003;19.9;
26.11.1981 00:00:00;0.0001;17;
27.11.1981 00:00:00;0.0006;18.5;
28.11.1981 00:00:00;0.0012;15.9;
29.11.1981 00:00:00;0.0009;14.2;
30.11.1981 00:00:00;0.0008;12.6;
01.12.1981 00:00:00;0.0188;14.2;
02.12.1981 00:00:00;0.0354;14.2;
03.12.1981 00:00:00;0.0324;14.1;
04.12.1981 00:00:00;0.0008;11.9;
05.12.1981 00:00:00;0.0401;13.8;
06.12.1981 00:00:00;0.0363;12.2;
07.12.1981 00:00:00;0.035;13.3;
08.12.1981 00:00:00;3.0989;11.9;
09.12.1981 00:00:00;8.1524;14.7;
10.12.1981 00:00:00;1.7426;15.4;
11.12.1981 00:00:00;0.1194;16.6;
12.12.1981 00:00:00;1.6312;14.2;
13.12.1981 00:00:00;1.662;15.3;
14.12.1981 00:00:00;0.3102;15.4;
15.12.1981 00:00:00;1.7303;14.2;
16.12.1981 00:00:00;5.5834;14.5;
17.12.1981 00:00:00;11.4716;15.5;
18.12.1981 00:00:00;1.5152;10.6;
19.12.1981 00:00:00;15.4817;10.8;
20.12.1981 00:00:00;12.0825;11;
21.12.1981 00:00:00;5.238;11.9;
22.12.1981 00:00:00;0.0119;13.8;
23.12.1981 00:00:00;6.7835;16.1;
24.12.1981 00:00:00;0.503;11.2;
25.12.1981 00:00:00;0;11.4;
26.12.1981 00:00:00;23.4362;12.7;
27.12.1981 00:00:00;11.9689;13.3;
28.12.1981 00:00:00;3.3483;12.1;
29.12.1981 00:00:00;52.157;13.3;
30.12.1981 00:00:00;8.1827;12.2;
31.12.1981 00:00:00;0.1106;11.7;
01.01.1982 00:00:00;0.0217;14.4;
02.01.1982 00:00:00;0;13.5;
03.01.1982 00:00:00;6.5781;13.7;
04.01.1982 00:00:00;0.5629;15.7;
05.01.1982 00:00:00;0.0016;15.7;
06.01.1982 00:00:00;0.0084;16.1;
07.01.1982 00:00:00;0;16.4;
08.01.1982 00:00:00;0.004;15;
09.01.1982 00:00:00;1.9554;14.7;
10.01.1982 00:00:00;8.2435;14.1;
11.01.1982 00:00:00;15.6324;13.5;
12.01.1982 00:00:00;0.0101;11.2;
13.01.1982 00:00:00;0.066;12.7;
14.01.1982 00:00:00;0;13.8;
15.01.1982 00:00:00;13.7332;13.3;
16.01.1982 00:00:00;11.791;11.1;
17.01.1982 00:00:00;0.0546;11.4;
18.01.1982 00:00:00;21.9604;11.4;
19.01.1982 00:00:00;0.0138;12.6;
20.01.1982 00:00:00;4.2675;12.5;
21.01.1982 00:00:00;5.2673;13.4;
22.01.1982 00:00:00;0.0125;14.5;
23.01.1982 00:00:00;0.0201;13;
24.01.1982 00:00:00;0.028;11.7;
25.01.1982 00:00:00;0.0158;12.3;
26.01.1982 00:00:00;0.0269;12.5;
27.01.1982 00:00:00;0.0396;12.6;
28.01.1982 00:00:00;0.0053;11.4;
29.01.1982 00:00:00;0.0007;11.2;
30.01.1982 00:00:00;0.0016;12.2;
31.01.1982 00:00:00;0.0001;12.4;
01.02.1982 00:00:00;0;11.1;
02.02.1982 00:00:00;8.1946;12.6;
03.02.1982 00:00:00;0;13.1;
04.02.1982 00:00:00;0.0021;14.4;
05.02.1982 00:00:00;0;16.8;
06.02.1982 00:00:00;0.1309;16.4;
07.02.1982 00:00:00;4.2826;15.8;
08.02.1982 00:00:00;0.0003;13.5;
09.02.1982 00:00:00;0.0039;14.4;
10.02.1982 00:00:00;0.0214;14.7;
11.02.1982 00:00:00;0.0061;14.1;
12.02.1982 00:00:00;12.7221;14.1;
13.02.1982 00:00:00;0.0525;13.3;
14.02.1982 00:00:00;22.4144;12.1;
15.02.1982 00:00:00;3.0115;11.5;
16.02.1982 00:00:00;0.0518;12.5;
17.02.1982 00:00:00;4.3323;13.1;
18.02.1982 00:00:00;0.0304;11.4;
19.02.1982 00:00:00;0.0348;12.3;
20.02.1982 00:00:00;0.1285;13;
21.02.1982 00:00:00;1.5166;13.2;
22.02.1982 00:00:00;1.4789;12.5;
23.02.1982 00:00:00;0.0341;12;
24.02.1982 00:00:00;8.1059;11.3;
25.02.1982 00:00:00;0;12.2;
26.02.1982 00:00:00;2.6587;13.4;
27.02.1982 00:00:00;1.3086;13.5;
28.02.1982 00:00:00;0.459;13.6;
01.03.1982 00:00:00;0.0013;14.6;
02.03.1982 00:00:00;0.0017;13.6;
03.03.1982 00:00:00;0.0051;13.3;
04.03.1982 00:00:00;0.0042;12.2;
05.03.1982 00:00:00;0.0011;11.2;
06.03.1982 00:00:00;0.0007;11.4;
07.03.1982 00:00:00;0.0031;11.8;
08.03.1982 00:00:00;0.0006;11.2;
09.03.1982 00:00:00;0.0004;11.6;
10.03.1982 00:00:00;0.0021;12.4;
11.03.1982 00:00:00;0.0003;13.3;
12.03.1982 00:00:00;0.0007;13;
13.03.1982 00:00:00;0.0002;12.2;
