Station;Meteorological;Meteorological;Hydrometric
X;0;0;0
Y;0;0;0
Z;0;0;0
Sensor;Precipitation;Temperature;Discharge
Category;Precipitation;Temperature;Flow
Unit;mm/d;C;m3/s
Interpolation;ConstantAfter;ConstantAfter;Linear
25.10.1997 00:00:00;11.8997;19.1;
26.10.1997 00:00:00;15.1218;19.8;
27.10.1997 00:00:00;0.0294;19.2;
28.10.1997 00:00:00;0.1805;18.9;
29.10.1997 00:00:00;0.056;17.8;
30.10.1997 00:00:00;0.0005;18.3;
31.10.1997 00:00:00;0;17.8;
01.11.1997 00:00:00;48.9763;18.8;
02.11.1997 00:00:00;7.515;18.6;
03.11.1997 00:00:00;4.8832;19.1;
04.11.1997 00:00:00;9.3555;17.7;
05.11.1997 00:00:00;27.2546;15.4;
06.11.1997 00:00:00;11.5889;14.6;
07.11.1997 00:00:00;1.8371;16;
08.11.1997 00:00:00;7.8875;17.7;
09.11.1997 00:00:00;2.7502;17;
10.11.1997 00:00:00;5.467;15.6;
11.11.1997 00:00:00;5.5499;15.4;
12.11.1997 00:00:00;6.6663;14.9;
13.11.1997 00:00:00;5.276;15.4;
14.11.1997 00:00:00;0;17.3;
15.11.1997 00:00:00;0.001;17;
16.11.1997 00:00:00;0.8982;17.8;
17.11.1997 00:00:00;27.6061;16.7;
18.11.1997 00:00:00;3.6478;16.8;
19.11.1997 00:00:00;2.4288;16.8;
20.11.1997 00:00:00;6.4542;16.3;
21.11.1997 00:00:00;20.664;14.2;
22.11.1997 00:00:00;0.0025;13.3;
23.11.1997 00:00:00;53.5741;15;
24.11.1997 00:00:00;23.6108;14;
25.11.1997 00:00:00;3.635;14.4;
26.11.1997 00:00:00;0.0576;15.3;
27.11.1997 00:00:00;16.5922;15.6;
28.11.1997 00:00:00;0.0493;16.4;
29.11.1997 00:00:00;0.0891;16.3;
30.11.1997 00:00:00;0.0591;15.7;
01.12.1997 00:00:00;0.0461;13.8;
02.12.1997 00:00:00;0.0143;15;
03.12.1997 00:00:00;4.3514;14.5;
04.12.1997 00:00:00;0.1665;13.2;
05.12.1997 00:00:00;0.0482;10;
06.12.1997 00:00:00;0;10.7;
07.12.1997 00:00:00;3.1045;12.5;
08.12.1997 00:00:00;0.0014;14.8;
09.12.1997 00:00:00;0.787;15;
10.12.1997 00:00:00;0.4926;15.4;
11.12.1997 00:00:00;9.9112;15.9;
12.12.1997 00:00:00;0.0395;15.5;
13.12.1997 00:00:00;0;14.5;
14.12.1997 00:00:00;0.0247;13.1;
15.12.1997 00:00:00;6.5702;13.2;
16.12.1997 00:00:00;10.4555;14.8;
17.12.1997 00:00:00;13.1925;15.6;
18.12.1997 00:00:00;14.5186;13.3;
19.12.1997 00:00:00;2.039;13.1;
20.12.1997 00:00:00;14.8687;14.8;
21.12.1997 00:00:00;24.1355;15.9;
22.12.1997 00:00:00;0.0676;15.2;
23.12.1997 00:00:00;0.0022;15.6;
24.12.1997 00:00:00;0.0548;15.1;
25.12.1997 00:00:00;11.4015;14.7;
26.12.1997 00:00:00;0.0247;14.6;
27.12.1997 00:00:00;0;14.1;
28.12.1997 00:00:00;9.9713;13.9;
29.12.1997 00:00:00;1.0377;15.1;
30.12.1997 00:00:00;4.7717;13.7;
31.12.1997 00:00:00;0.141;12.4;
01.01.1998 00:00:00;0.2759;13.5;
02.01.1998 00:00:00;8.5665;13.8;
03.01.1998 00:00:00;1.9082;15.8;
04.01.1998 00:00:00;3.0359;15.1;
05.01.1998 00:00:00;0.0004;14.8;
06.01.1998 00:00:00;1.4456;15;
07.01.1998 00:00:00;0;14.6;
08.01.1998 00:00:00;0.0006;14.1;
09.01.1998 00:00:00;0;15.4;
10.01.1998 00:00:00;5.4618;15.7;
11.01.1998 00:00:00;23.7966;14.7;
12.01.1998 00:00:00;4.8761;15;
13.01.1998 00:00:00;2.4496;12.6;
14.01.1998 00:00:00;0.0061;13;
15.01.1998 00:00:00;0.0057;13.7;
16.01.1998 00:00:00;0.1092;14.3;
17.01.1998 00:00:00;0.003;13.1;
18.01.1998 00:00:00;1.1832;13.2;
19.01.1998 00:00:00;0.1984;14.8;
20.01.1998 00:00:00;0.0081;14.7;
21.01.1998 00:00:00;0;14.1;
22.01.1998 00:00:00;0.9867;13.8;
23.01.1998 00:00:00;7.5169;12.5;
24.01.1998 00:00:00;0.0288;12.1;
25.01.1998 00:00:00;0.0363;10.6;
26.01.1998 00:00:00;0.0544;11.2;
27.01.1998 00:00:00;0.0496;10.7;
28.01.1998 00:00:00;2.2137;11.3;
29.01.1998 00:00:00;0;11.7;
30.01.1998 00:00:00;8.2358;11.2;
31.01.1998 00:00:00;2.8333;11.8;
01.02.1998 00:00:00;11.4141;13.1;
02.02.1998 00:00:00;32.8058;14.4;
03.02.1998 00:00:00;11.4176;14.2;
04.02.1998 00:00:00;0.5966;14.3;
05.02.1998 00:00:00;0.0231;14.6;
06.02.1998 00:00:00;0.0287;14.4;
07.02.1998 00:00:00;0.034;14.9;
08.02.1998 00:00:00;0.0128;15.6;
09.02.1998 00:00:00;0.9145;15;
10.02.1998 00:00:00;0.0214;15.8;
11.02.1998 00:00:00;0.0005;15.9;
12.02.1998 00:00:00;0.0007;16.4;
13.02.1998 00:00:00;0.0001;16.6;
14.02.1998 00:00:00;0.0001;17.9;
15.02.1998 00:00:00;0.0009;17.9;
16.02.1998 00:00:00;0.0008;17;
17.02.1998 00:00:00;0.0001;16.7;
18.02.1998 00:00:00;0.0002;15.8;
19.02.1998 00:00:00;0;16.5;
20.02.1998 00:00:00;6.1726;15.4;
21.02.1998 00:00:00;0.0165;14.4;
22.02.1998 00:00:00;0.0516;12.4;
23.02.1998 00:00:00;0.0105;12.5;
24.02.1998 00:00:00;0.0067;13.3;
25.02.1998 00:00:00;0;14.5;
26.02.1998 00:00:00;0;16.4;
27.02.1998 00:00:00;0;16.7;
28.02.1998 00:00:00;0.0001;14.9;
01.03.1998 00:00:00;0;14;
02.03.1998 00:00:00;0.0002;13.9;
03.03.1998 00:00:00;0.0017;14.9;
04.03.1998 00:00:00;0.0083;16.9;
05.03.1998 00:00:00;0.0001;17.3;
06.03.1998 00:00:00;0.0004;18.1;
07.03.1998 00:00:00;0.0009;19.4;
08.03.1998 00:00:00;0.0058;15.3;
09.03.1998 00:00:00;0.0033;15.2;
10.03.1998 00:00:00;0.0055;14.2;
11.03.1998 00:00:00;0.0308;13.9;
12.03.1998 00:00:00;0.0108;12.8;
13.03.1998 00:00:00;0.0059;11.4;
14.03.1998 00:00:00;0.0006;13.7;
15.03.1998 00:00:00;0;14.6;
16.03.1998 00:00:00;0;16.6;
17.03.1998 00:00:00;0;18.4;
18.03.1998 00:00:00;0;18.9;
19.03.1998 00:00:00;0.0001;19.9;
20.03.1998 00:00:00;0.0002;19.4;
21.03.1998 00:00:00;0.0001;16.8;
22.03.1998 00:00:00;0.0089;15.6;
23.03.1998 00:00:00;0.0065;16.1;
24.03.1998 00:00:00;0.0022;18.5;
25.03.1998 00:00:00;0;19.7;
26.03.1998 00:00:00;0.0003;18.2;
27.03.1998 00:00:00;2.4721;16.5;
28.03.1998 00:00:00;15.1313;16.7;
29.03.1998 00:00:00;0.0327;15.8;
30.03.1998 00:00:00;6.0805;14.6;
31.03.1998 00:00:00;0;15;
01.04.1998 00:00:00;0.0074;16.1;
02.04.1998 00:00:00;0.0012;17.1;
03.04.1998 00:00:00;2.0842;16.8;
04.04.1998 00:00:00;2.2043;14.1;
05.04.1998 00:00:00;0.0001;14;
06.04.1998 00:00:00;3.4006;14.8;
07.04.1998 00:00:00;0.0187;14.4;
08.04.1998 00:00:00;2.1383;14.3;
09.04.1998 00:00:00;1.0318;13.1;
10.04.1998 00:00:00;4.4016;12.2;
11.04.1998 00:00:00;0.9437;12.7;
12.04.1998 00:00:00;0.0001;11.8;
13.04.1998 00:00:00;5.4605;12.3;
14.04.1998 00:00:00;23.8021;12;
15.04.1998 00:00:00;0.0041;12.5;
16.04.1998 00:00:00;1.1167;13.7;
17.04.1998 00:00:00;0.0118;14.1;
18.04.1998 00:00:00;4.9648;14.2;
19.04.1998 00:00:00;5.2464;14.2;
20.04.1998 00:00:00;0.015;15.5;
21.04.1998 00:00:00;4.7572;15.1;
22.04.1998 00:00:00;0.0991;15.1;
23.04.1998 00:00:00;0.0024;15.5;
24.04.1998 00:00:00;0;16.3;
25.04.1998 00:00:00;0.6644;15.6;
26.04.1998 00:00:00;0.0571;15.9;
27.04.1998 00:00:00;3.3258;15;
28.04.1998 00:00:00;4.6756;15;
29.04.1998 00:00:00;0.0098;15.1;
30.04.1998 00:00:00;0.0531;14.6;
01.05.1998 00:00:00;0.0434;13.2;
02.05.1998 00:00:00;0.0452;14.5;
03.05.1998 00:00:00;0.0798;14.8;
04.05.1998 00:00:00;0.0164;13.8;
05.05.1998 00:00:00;0.0017;14.5;
06.05.1998 00:00:00;0;15.6;
07.05.1998 00:00:00;0.0001;16.9;
08.05.1998 00:00:00;0;17;
09.05.1998 00:00:00;11.3865;16.8;
10.05.1998 00:00:00;15.5434;16.1;
11.05.1998 00:00:00;2.294;14.8;
12.05.1998 00:00:00;19.0627;15;
13.05.1998 00:00:00;0;16.1;
14.05.1998 00:00:00;0.0764;15.4;
15.05.1998 00:00:00;0.0133;16.3;
16.05.1998 00:00:00;0.0043;15.9;
17.05.1998 00:00:00;0.0006;16;
18.05.1998 00:00:00;0.003;15.5;
19.05.1998 00:00:00;0.0188;16.4;
20.05.1998 00:00:00;0;16.6;
21.05.1998 00:00:00;0;16.8;
22.05.1998 00:00:00;0;16.8;
23.05.1998 00:00:00;0.0027;18.1;
24.05.1998 00:00:00;0.0237;18;
25.05.1998 00:00:00;0.0047;17.9;
26.05.1998 00:00:00;0.034;17.2;
27.05.1998 00:00:00;0.1898;16.8;
28.05.1998 00:00:00;13.2472;16.5;
29.05.1998 00:00:00;2.8815;15.8;
30.05.1998 00:00:00;0.7969;15.8;
31.05.1998 00:00:00;27.8517;16.1;
01.06.1998 00:00:00;1.0351;14.8;
02.06.1998 00:00:00;0;16.7;
03.06.1998 00:00:00;0.0023;16.2;
04.06.1998 00:00:00;0.014;17.6;
05.06.1998 00:00:00;3.885;17.5;
06.06.1998 00:00:00;0.1521;18.4;
07.06.1998 00:00:00;0.0019;17.7;
08.06.1998 00:00:00;0.0001;17.3;
09.06.1998 00:00:00;0.0488;18.1;
10.06.1998 00:00:00;0.0025;17.8;
11.06.1998 00:00:00;0.0021;16.4;
12.06.1998 00:00:00;0.0005;16.6;
13.06.1998 00:00:00;0.0002;17.1;
14.06.1998 00:00:00;0.0011;16.9;
15.06.1998 00:00:00;0.002;16.5;
16.06.1998 00:00:00;0.0013;16.6;
17.06.1998 00:00:00;0;21.3;
18.06.1998 00:00:00;0;23.1;
19.06.1998 00:00:00;0;26.2;
20.06.1998 00:00:00;0;21.1;
21.06.1998 00:00:00;0;18.4;
22.06.1998 00:00:00;0.0008;17.7;
23.06.1998 00:00:00;0.0003;17.6;
24.06.1998 00:00:00;0.0004;17.3;
25.06.1998 00:00:00;0.0002;17.1;
26.06.1998 00:00:00;0;17.2;
27.06.1998 00:00:00;0.0001;17.1;
28.06.1998 00:00:00;0;17.2;
29.06.1998 00:00:00;0;18.2;
30.06.1998 00:00:00;0.1692;18;
01.07.1998 00:00:00;0.1407;18.3;
02.07.1998 00:00:00;0.0007;18.3;
03.07.1998 00:00:00;0.0001;17.8;
04.07.1998 00:00:00;0;18.2;
05.07.1998 00:00:00;0.0001;18.4;
06.07.1998 00:00:00;0;19.4;
07.07.1998 00:00:00;0.0005;18;
08.07.1998 00:00:00;0.0002;17.6;
09.07.1998 00:00:00;0;17.7;
10.07.1998 00:00:00;0.0011;18;
11.07.1998 00:00:00;0.0002;18.1;
12.07.1998 00:00:00;0.0001;18.4;
13.07.1998 00:00:00;0.0006;18;
14.07.1998 00:00:00;0.0007;17.1;
15.07.1998 00:00:00;0.0003;17.4;
16.07.1998 00:00:00;0;17.8;
17.07.1998 00:00:00;0;19.3;
18.07.1998 00:00:00;0.0093;20.6;
19.07.1998 00:00:00;0.0025;18.7;
20.07.1998 00:00:00;0.3282;19;
21.07.1998 00:00:00;0;19.1;
22.07.1998 00:00:00;0;19.7;
23.07.1998 00:00:00;0;20.4;
24.07.1998 00:00:00;0;18.4;
25.07.1998 00:00:00;0;17.3;
26.07.1998 00:00:00;0;17.9;
27.07.1998 00:00:00;0.0001;17.7;
28.07.1998 00:00:00;0;18;
29.07.1998 00:00:00;0;19.3;
30.07.1998 00:00:00;0.0001;19.5;
31.07.1998 00:00:00;0.0005;17.5;
01.08.1998 00:00:00;0.004;15.2;
02.08.1998 00:00:00;0.0048;17.5;
03.08.1998 00:00:00;0.0032;20.9;
04.08.1998 00:00:00;0.0004;23.8;
05.08.1998 00:00:00;0.0001;25;
06.08.1998 00:00:00;0;25.4;
07.08.1998 00:00:00;0;20.9;
08.08.1998 00:00:00;0;20.5;
09.08.1998 00:00:00;0;19.8;
10.08.1998 00:00:00;0.0002;21.1;
11.08.1998 00:00:00;0;20.9;
12.08.1998 00:00:00;0.0012;19.1;
13.08.1998 00:00:00;0;18.5;
14.08.1998 00:00:00;0.0015;18.8;
15.08.1998 00:00:00;0.0045;19.5;
16.08.1998 00:00:00;0;20;
17.08.1998 00:00:00;0.0032;18.4;
18.08.1998 00:00:00;0.0053;18.4;
19.08.1998 00:00:00;0.0006;18;
20.08.1998 00:00:00;0.0834;18.2;
21.08.1998 00:00:00;0;18.8;
22.08.1998 00:00:00;0.0001;21.3;
23.08.1998 00:00:00;0.0002;20.2;
24.08.1998 00:00:00;0;19.4;
25.08.1998 00:00:00;0.001;21.3;
26.08.1998 00:00:00;0.0008;19.3;
27.08.1998 00:00:00;1.8201;18.8;
28.08.1998 00:00:00;0.0874;19;
29.08.1998 00:00:00;0.0004;19.5;
30.08.1998 00:00:00;0.0004;18.3;
31.08.1998 00:00:00;0.0001;18.8;
01.09.1998 00:00:00;1.342;20.1;
02.09.1998 00:00:00;1.7067;20.7;
03.09.1998 00:00:00;0;21.3;
04.09.1998 00:00:00;0.5153;20.9;
05.09.1998 00:00:00;0.0014;19.2;
06.09.1998 00:00:00;0;20.2;
07.09.1998 00:00:00;0.004;20.3;
08.09.1998 00:00:00;0.0003;19.2;
09.09.1998 00:00:00;0.0004;20.5;
10.09.1998 00:00:00;0.0105;20.6;
11.09.1998 00:00:00;0.4182;19;
12.09.1998 00:00:00;0.0259;18.2;
13.09.1998 00:00:00;0.0077;18.2;
14.09.1998 00:00:00;0.0438;18.7;
15.09.1998 00:00:00;0.0006;17.9;
16.09.1998 00:00:00;0.0024;18.3;
17.09.1998 00:00:00;0.003;18.6;
18.09.1998 00:00:00;0.0033;18.8;
19.09.1998 00:00:00;0;20;
20.09.1998 00:00:00;1.1018;21;
21.09.1998 00:00:00;0.0813;20.3;
22.09.1998 00:00:00;0.0246;20.2;
23.09.1998 00:00:00;0.1085;19.1;
24.09.1998 00:00:00;21.6812;18.9;
25.09.1998 00:00:00;12.9716;18.4;
26.09.1998 00:00:00;0.0727;18.2;
27.09.1998 00:00:00;1.808;19.4;
28.09.1998 00:00:00;2.8642;18.6;
29.09.1998 00:00:00;0.021;19.2;
30.09.1998 00:00:00;0.1478;18.4;
01.10.1998 00:00:00;0;18.2;
02.10.1998 00:00:00;0;18;
03.10.1998 00:00:00;7.705;17.8;
04.10.1998 00:00:00;1.4373;17.2;
05.10.1998 00:00:00;0.0026;17;
06.10.1998 00:00:00;0.0042;17.2;
07.10.1998 00:00:00;0.0042;16.4;
08.10.1998 00:00:00;0.0109;16.2;
09.10.1998 00:00:00;0.0036;15.3;
10.10.1998 00:00:00;0.0001;15.6;
11.10.1998 00:00:00;0.0007;16.5;
12.10.1998 00:00:00;0.0011;16.5;
13.10.1998 00:00:00;0.0009;19.3;
14.10.1998 00:00:00;0;19.2;
15.10.1998 00:00:00;0;16;
16.10.1998 00:00:00;0.0006;16.8;
17.10.1998 00:00:00;1.3375;17.9;
18.10.1998 00:00:00;0.0056;16.6;
19.10.1998 00:00:00;0.0041;16.2;
20.10.1998 00:00:00;0.0005;16;
21.10.1998 00:00:00;0.0003;17;
22.10.1998 00:00:00;0.0005;18.5;
23.10.1998 00:00:00;0;18.3;
24.10.1998 00:00:00;0;18.5;
25.10.1998 00:00:00;1.8727;18.7;
26.10.1998 00:00:00;0.0001;16.3;
27.10.1998 00:00:00;0.0003;17;
28.10.1998 00:00:00;0.0005;18;
29.10.1998 00:00:00;0.0006;16.9;
30.10.1998 00:00:00;0;16.1;
31.10.1998 00:00:00;0.0011;16.4;
01.11.1998 00:00:00;0.2008;17.1;
02.11.1998 00:00:00;1.3079;18.3;
03.11.1998 00:00:00;5.052;18.6;
04.11.1998 00:00:00;0.016;15;
05.11.1998 00:00:00;0.0103;15.1;
06.11.1998 00:00:00;0.0018;16.5;
07.11.1998 00:00:00;0.0004;18;
08.11.1998 00:00:00;0.0002;18.1;
09.11.1998 00:00:00;0.0014;18.5;
10.11.1998 00:00:00;0.1411;19.1;
11.11.1998 00:00:00;0.434;18.7;
12.11.1998 00:00:00;0.0066;17.5;
13.11.1998 00:00:00;1.7753;16.7;
14.11.1998 00:00:00;0.0011;16.1;
15.11.1998 00:00:00;0.0003;14.7;
16.11.1998 00:00:00;0.0003;15.4;
17.11.1998 00:00:00;0.0027;16;
18.11.1998 00:00:00;0.0017;14.8;
19.11.1998 00:00:00;0.0005;14.5;
20.11.1998 00:00:00;0.0002;14.2;
21.11.1998 00:00:00;0.001;14.6;
22.11.1998 00:00:00;0.0012;15.5;
23.11.1998 00:00:00;0.0055;14.3;
24.11.1998 00:00:00;0.0014;12.1;
25.11.1998 00:00:00;0.0035;13.5;
26.11.1998 00:00:00;0.0007;13.1;
27.11.1998 00:00:00;0.0011;13.9;
28.11.1998 00:00:00;0.005;14;
29.11.1998 00:00:00;0.0044;13.3;
30.11.1998 00:00:00;0.0023;12.1;
01.12.1998 00:00:00;0.0278;10;
02.12.1998 00:00:00;0.0834;9.1;
03.12.1998 00:00:00;0.0492;9.6;
04.12.1998 00:00:00;0.0129;8.2;
05.12.1998 00:00:00;0.0038;9.8;
06.12.1998 00:00:00;0.0032;11.2;
07.12.1998 00:00:00;0.0005;11;
08.12.1998 00:00:00;0.0044;11.2;
09.12.1998 00:00:00;0.0099;11.9;
10.12.1998 00:00:00;4.125;14.3;
11.12.1998 00:00:00;0.0035;14.6;
12.12.1998 00:00:00;0;16.1;
13.12.1998 00:00:00;0;15.5;
14.12.1998 00:00:00;0.0001;16.7;
15.12.1998 00:00:00;0;16.8;
16.12.1998 00:00:00;0.0001;16.6;
17.12.1998 00:00:00;0.001;14;
18.12.1998 00:00:00;0.007;13.3;
19.12.1998 00:00:00;0.0092;13.7;
20.12.1998 00:00:00;0.016;13.5;
21.12.1998 00:00:00;0.0037;12.3;
22.12.1998 00:00:00;0;11.7;
23.12.1998 00:00:00;0.008;10.8;
24.12.1998 00:00:00;0.0052;10.8;
25.12.1998 00:00:00;0.0004;12.2;
26.12.1998 00:00:00;0;13;
27.12.1998 00:00:00;4.1459;12.8;
28.12.1998 00:00:00;0.1666;12.3;
29.12.1998 00:00:00;27.7625;12.2;
30.12.1998 00:00:00;15.8958;11.1;
31.12.1998 00:00:00;4.3878;11.1;
01.01.1999 00:00:00;1.1738;11.5;
02.01.1999 00:00:00;0.2453;10.7;
03.01.1999 00:00:00;0.0013;12.5;
04.01.1999 00:00:00;0;12.1;
05.01.1999 00:00:00;0.0001;16;
06.01.1999 00:00:00;0;14.8;
07.01.1999 00:00:00;0.0056;14.9;
08.01.1999 00:00:00;5.1825;15.1;
09.01.1999 00:00:00;3.7378;13.9;
10.01.1999 00:00:00;22.741;10.4;
11.01.1999 00:00:00;0.9455;8.3;
12.01.1999 00:00:00;0.0191;7.6;
13.01.1999 00:00:00;0.0001;8.9;
14.01.1999 00:00:00;0.0226;10.8;
15.01.1999 00:00:00;0;12.5;
16.01.1999 00:00:00;14.2806;12.9;
17.01.1999 00:00:00;2.5809;10.4;
18.01.1999 00:00:00;0.0249;10.7;
19.01.1999 00:00:00;0;12.5;
20.01.1999 00:00:00;29.7534;12.6;
21.01.1999 00:00:00;3.6909;10.2;
22.01.1999 00:00:00;0.0986;9.8;
23.01.1999 00:00:00;0.012;11;
24.01.1999 00:00:00;0;11.6;
25.01.1999 00:00:00;0.0069;13.5;
26.01.1999 00:00:00;0.3581;13.7;
27.01.1999 00:00:00;0.004;12.6;
28.01.1999 00:00:00;0.0063;12.9;
29.01.1999 00:00:00;0.0093;14.1;
30.01.1999 00:00:00;0.0148;14.7;
31.01.1999 00:00:00;0.0223;13.9;
01.02.1999 00:00:00;0.0044;11;
02.02.1999 00:00:00;0.0016;11.4;
03.02.1999 00:00:00;0;11.6;
04.02.1999 00:00:00;0;11.9;
05.02.1999 00:00:00;0;12.7;
06.02.1999 00:00:00;0.0003;12.5;
07.02.1999 00:00:00;0.0031;13;
08.02.1999 00:00:00;0;11.3;
09.02.1999 00:00:00;8.3944;12.3;
10.02.1999 00:00:00;0.0054;9.6;
11.02.1999 00:00:00;0.0027;8.6;
12.02.1999 00:00:00;0.0841;9.6;
13.02.1999 00:00:00;0.004;10.5;
14.02.1999 00:00:00;0.004;8.3;
15.02.1999 00:00:00;0.0085;8.5;
16.02.1999 00:00:00;0.0025;10.3;
17.02.1999 00:00:00;0.0005;11.2;
18.02.1999 00:00:00;0.0004;12.9;
19.02.1999 00:00:00;0.0002;12.6;
20.02.1999 00:00:00;0.0026;12.3;
21.02.1999 00:00:00;0.0022;10.8;
22.02.1999 00:00:00;0.0011;11.1;
23.02.1999 00:00:00;0;11.4;
24.02.1999 00:00:00;5.388;13.3;
25.02.1999 00:00:00;0.0783;11.7;
26.02.1999 00:00:00;0.2931;11.6;
27.02.1999 00:00:00;2.8369;11.7;
28.02.1999 00:00:00;0.0082;11.2;
01.03.1999 00:00:00;0.0021;12.2;
02.03.1999 00:00:00;0.0013;12.7;
03.03.1999 00:00:00;2.3739;13.6;
04.03.1999 00:00:00;0.1675;12.3;
05.03.1999 00:00:00;0.0507;11.9;
06.03.1999 00:00:00;0.0006;11.8;
07.03.1999 00:00:00;1.5378;12.5;
08.03.1999 00:00:00;0.0435;12.9;
09.03.1999 00:00:00;34.8652;13.7;
10.03.1999 00:00:00;11.8546;12.3;
11.03.1999 00:00:00;12.8946;12.2;
12.03.1999 00:00:00;31.0108;12.1;
13.03.1999 00:00:00;5.4003;12.5;
14.03.1999 00:00:00;0.0591;14;
15.03.1999 00:00:00;0.0271;15;
16.03.1999 00:00:00;0.0114;16.1;
17.03.1999 00:00:00;0;16.1;
18.03.1999 00:00:00;0.0007;16.2;
19.03.1999 00:00:00;0.0008;17.3;
20.03.1999 00:00:00;0.001;15.1;
21.03.1999 00:00:00;0.0022;15;
22.03.1999 00:00:00;0.0041;16.1;
23.03.1999 00:00:00;0.0181;17.5;
24.03.1999 00:00:00;0.049;16.1;
25.03.1999 00:00:00;1.226;13.8;
26.03.1999 00:00:00;0.0765;11.8;
27.03.1999 00:00:00;0.3352;13.8;
28.03.1999 00:00:00;0.0102;13.4;
29.03.1999 00:00:00;0.0011;15.6;
30.03.1999 00:00:00;0;15.1;
31.03.1999 00:00:00;10.8671;14.7;
01.04.1999 00:00:00;0.0294;14.4;
02.04.1999 00:00:00;0.0009;15.3;
03.04.1999 00:00:00;0;15.2;
04.04.1999 00:00:00;0.0004;16.5;
05.04.1999 00:00:00;0.0001;16.9;
06.04.1999 00:00:00;0.0004;14.9;
07.04.1999 00:00:00;0.0084;17;
08.04.1999 00:00:00;0.0018;18.2;
09.04.1999 00:00:00;0.0079;19;
10.04.1999 00:00:00;0.0039;15.7;
11.04.1999 00:00:00;0.0057;15.3;
12.04.1999 00:00:00;0.006;14.2;
13.04.1999 00:00:00;0.0018;12.6;
14.04.1999 00:00:00;0.6723;13.7;
15.04.1999 00:00:00;1.8318;10.5;
16.04.1999 00:00:00;0.1229;11.2;
17.04.1999 00:00:00;0.0104;13.6;
18.04.1999 00:00:00;0;12.4;
19.04.1999 00:00:00;0.3105;14.2;
20.04.1999 00:00:00;1.6868;16.2;
21.04.1999 00:00:00;0.0055;17;
22.04.1999 00:00:00;4.5389;15.9;
23.04.1999 00:00:00;0.0181;15.6;
24.04.1999 00:00:00;0.3985;14.6;
25.04.1999 00:00:00;0.102;15.6;
26.04.1999 00:00:00;14.6974;14.5;
27.04.1999 00:00:00;0.2348;13.3;
28.04.1999 00:00:00;2.0402;14.5;
29.04.1999 00:00:00;0.0646;15.7;
30.04.1999 00:00:00;14.6072;15.4;
01.05.1999 00:00:00;0;15.8;
02.05.1999 00:00:00;0.0338;15.1;
03.05.1999 00:00:00;0.0413;15.2;
04.05.1999 00:00:00;3.8734;15.1;
05.05.1999 00:00:00;5.6699;16.4;
06.05.1999 00:00:00;2.5193;16.6;
07.05.1999 00:00:00;0;16.5;
08.05.1999 00:00:00;0;16.7;
09.05.1999 00:00:00;0;16.4;
10.05.1999 00:00:00;0;18.3;
11.05.1999 00:00:00;0.0011;18.3;
12.05.1999 00:00:00;0.0014;17;
13.05.1999 00:00:00;0.0126;18.5;
14.05.1999 00:00:00;0.6886;18.5;
15.05.1999 00:00:00;0;16.4;
16.05.1999 00:00:00;18.9227;15.3;
17.05.1999 00:00:00;8.8588;13.4;
18.05.1999 00:00:00;0;13.9;
19.05.1999 00:00:00;0.0168;15.2;
20.05.1999 00:00:00;0;14.9;
21.05.1999 00:00:00;0.0006;15.3;
22.05.1999 00:00:00;0;17.1;
23.05.1999 00:00:00;0;19.6;
24.05.1999 00:00:00;0.0004;18.8;
25.05.1999 00:00:00;0.0004;20.4;
26.05.1999 00:00:00;0.1652;18.2;
27.05.1999 00:00:00;0.001;18;
28.05.1999 00:00:00;0;18;
29.05.1999 00:00:00;0.0074;17.7;
30.05.1999 00:00:00;0.9186;17.4;
31.05.1999 00:00:00;0.0144;17.7;
01.06.1999 00:00:00;1.6259;17.3;
02.06.1999 00:00:00;0.0035;17.7;
03.06.1999 00:00:00;0.0018;18.2;
04.06.1999 00:00:00;0.0533;17.1;
05.06.1999 00:00:00;0.0615;17.5;
06.06.1999 00:00:00;0.0019;16.8;
07.06.1999 00:00:00;0;17.3;
08.06.1999 00:00:00;0.0029;16;
09.06.1999 00:00:00;0;16.7;
10.06.1999 00:00:00;0.0015;17.5;
11.06.1999 00:00:00;0.0002;17.9;
12.06.1999 00:00:00;0.0018;17.4;
13.06.1999 00:00:00;0.0088;17.5;
14.06.1999 00:00:00;0.0007;17.8;
15.06.1999 00:00:00;0.0001;17.4;
16.06.1999 00:00:00;0.0013;18.1;
17.06.1999 00:00:00;0.0036;18.4;
18.06.1999 00:00:00;0.0006;19.7;
19.06.1999 00:00:00;0;22;
20.06.1999 00:00:00;0.0006;19.6;
21.06.1999 00:00:00;0.0004;18.5;
22.06.1999 00:00:00;0.0005;18.4;
23.06.1999 00:00:00;0.0006;18.5;
24.06.1999 00:00:00;0.0013;17.8;
25.06.1999 00:00:00;0.001;18.5;
26.06.1999 00:00:00;0;18.1;
27.06.1999 00:00:00;0.0027;18.2;
28.06.1999 00:00:00;0.0066;17.5;
29.06.1999 00:00:00;0.0016;18.2;
30.06.1999 00:00:00;0.0002;18.2;
01.07.1999 00:00:00;0;19.7;
02.07.1999 00:00:00;0.0003;18.8;
03.07.1999 00:00:00;1.057;19.3;
04.07.1999 00:00:00;1.6043;19.7;
05.07.1999 00:00:00;0.0012;19.2;
06.07.1999 00:00:00;0.0002;20.8;
07.07.1999 00:00:00;0;22.7;
08.07.1999 00:00:00;0;23.8;
09.07.1999 00:00:00;0;21.7;
10.07.1999 00:00:00;0.0001;20.4;
